MAE,MSE,RMSE,MAPE,R2,Building,Sparsity,Method,Epochs,MAPE_original
0.0905167087912559,0.0144959380850195,0.120399078422634,2.6012265384197235,0.1483114361763,Fox_lodging_Frances,300,Real Data,4,20.809812307357788
0.0888856696486473,0.0137281129136681,0.1171670299771576,2.1431692242622375,0.1934239268302917,Fox_lodging_Frances,300,TIMEGAN,7,17.1453537940979
0.0878036543726921,0.0116686848923563,0.1080216871390018,1.9944239035248754,0.3144227266311645,Fox_lodging_Frances,300,CGAN,7,15.955391228199003
0.0596377439796924,0.0063466322608292,0.0796657533751436,1.4656400308012962,0.6271125078201294,Fox_lodging_Frances,300,CDDM,10,11.72512024641037
0.0395706705749034,0.0028360688593238,0.0532547543354005,1.190741453319788,0.8333707451820374,Fox_lodging_Frances,300,OURS,15,9.525931626558304
0.1100003123283386,0.020569622516632,0.1434211369242068,2.7878083288669586,-0.0791281461715698,Fox_lodging_Frances,100,Real Data,5,22.30246663093567
0.0713557973504066,0.007853795774281,0.0886216439380416,2.082962915301323,0.5879724025726318,Fox_lodging_Frances,100,TIMEGAN,7,16.663703322410583
0.0613323934376239,0.0061107734218239,0.078171436099281,1.881401054561138,0.679415225982666,Fox_lodging_Frances,100,CGAN,7,15.051208436489103
0.0462803691625595,0.0038047116249799,0.0616823445159145,1.2498032301664352,0.8003963828086853,Fox_lodging_Frances,100,CDDM,10,9.998425841331482
0.0397461727261543,0.0028148726560175,0.0530553734886254,1.1818447150290012,0.8523254990577698,Fox_lodging_Frances,100,OURS,15,9.45475772023201
0.0865942314267158,0.0118548916652798,0.1088801711299163,2.473892271518707,0.4399487972259521,Fox_lodging_Frances,500,Real Data,5,19.791138172149655
0.0453439354896545,0.0037636265624314,0.0613484030960175,1.3468806631863117,0.8221979737281799,Fox_lodging_Frances,500,TIMEGAN,7,10.775045305490494
0.0510782562196254,0.0044946679845452,0.0670422850486559,1.541807409375906,0.7876619696617126,Fox_lodging_Frances,500,CGAN,7,12.334459275007248
0.0438007414340972,0.0033720284700393,0.058069169703375,1.2503650970757008,0.8406979441642761,Fox_lodging_Frances,500,CDDM,10,10.002920776605606
0.0328279750049114,0.0021114141456782,0.0457800515030085,1.0208986178040504,0.8530099391937256,Fox_lodging_Frances,500,OURS,15,8.167188942432404
