MAE,MSE,RMSE,MAPE,R2,Building,Sparsity,Method,Epochs,MAPE_original
0.0969799607992172,0.0165985822677612,0.1288354852816615,20.822620391845703,0.0247735381126403,Fox_lodging_Frances,300,Real Data,3,20.822620391845703
0.07044956356287,0.0086083728820085,0.0927813175267982,18.519994616508484,0.4942271113395691,Fox_lodging_Frances,100,TIMEGAN,10,18.519994616508484
0.0648805201053619,0.0064730788581073,0.0804554464166803,15.222042798995972,0.6196832656860352,Fox_lodging_Frances,100,CGAN,10,15.222042798995972
0.0706963571906089,0.0142161874100565,0.1192316543962071,19.63813602924347,0.1647477746009826,Fox_lodging_Frances,100,CDDM,10,19.63813602924347
0.0523069824576377,0.0051562216877937,0.0707780813857543,13.935447931289673,0.4032853841781616,Fox_lodging_Frances,100,OURS,10,13.935447931289673
0.1155595651268959,0.0190191399306058,0.1379098978703337,21.80745005607605,0.0022135972976684,Fox_lodging_Frances,100,Real Data,4,21.80745005607605
0.064127467572689,0.0065984707325696,0.0812309715106848,14.130710065364838,0.6538295745849609,Fox_lodging_Frances,300,TIMEGAN,12,14.130710065364838
0.0463500544428825,0.0038244184106588,0.0618418823343762,11.273564398288729,0.7993625402450562,Fox_lodging_Frances,300,CGAN,12,11.273564398288729
0.0570547617971897,0.005372499115765,0.0732973336197511,12.158504873514175,0.7181467413902283,Fox_lodging_Frances,300,CDDM,12,12.158504873514175
0.0486112870275974,0.0040033408440649,0.0632719593822172,12.221536040306091,0.7899758219718933,Fox_lodging_Frances,300,OURS,12,12.221536040306091
0.0893806517124176,0.0123166684061288,0.1109804866007033,18.93810927867889,0.4181334376335144,Fox_lodging_Frances,500,Real Data,5,18.93810927867889
0.0342049486935138,0.0025051070842891,0.0500510447871889,7.487928867340088,0.8816531896591187,Fox_lodging_Frances,500,TIMEGAN,15,7.487928867340088
0.0372999608516693,0.0027880333364009,0.0528018308053895,8.648636192083359,0.8682871460914612,Fox_lodging_Frances,500,CGAN,15,8.648636192083359
0.0418778583407402,0.0031382713932543,0.0560202766260074,9.580335766077042,0.8517411351203918,Fox_lodging_Frances,500,CDDM,15,9.580335766077042
0.0273551733791828,0.0018174956001341,0.0511614659693615,8.822001516819,0.8763437271118164,Fox_lodging_Frances,500,OURS,15,8.822001516819
