MAE,MSE,RMSE,MAPE,R2,Building,Sparsity,Method,Epochs,MAPE_original
0.0022845615,8.646236e-06,0.0029404482,0.000285570189589625,0.0,Bobcat_warehouse_Charlie_start4000_2160,20,oridata,2,0.002284561516717
0.00085598894,1.2522303e-06,0.001119031,0.0001069986174115875,0.0,Bobcat_warehouse_Charlie_start4000_2160,20,wgan,2,0.0008559889392927
0.014283755,0.00020560842,0.014339052,0.0017854693578556126,0.0,Bobcat_warehouse_Charlie_start4000_2160,20,diffts,5,0.0142837548628449
0.012256039,0.00015047925,0.012266998,0.001532004913315175,0.0,Bobcat_warehouse_Charlie_start4000_2160,20,diffts-fft,8,0.0122560393065214
0.0035365769,2.0721816e-05,0.004552122,0.0004420721088536,0.0,Bobcat_warehouse_Charlie_start4000_2160,20,timegan,2,0.0035365768708288
0.001071376,2.013758e-06,0.0014190694,0.0001339220034424125,0.0,Bobcat_warehouse_Charlie_start4000_2160,20,cgan,2,0.0010713760275393
0.01116035,0.00018704151,0.013676312,0.0013950438005849626,0.0,Bobcat_warehouse_Charlie_start4000_2160,30,oridata,2,0.0111603504046797
0.0005159221,4.7934157e-07,0.00069234497,6.44902611384125e-05,0.0,Bobcat_warehouse_Charlie_start4000_2160,30,wgan,2,0.0005159220891073
0.0149489865,0.00022529351,0.01500978,0.0018686233088374125,0.0,Bobcat_warehouse_Charlie_start4000_2160,30,diffts,5,0.0149489864706993
0.0134813525,0.00018204366,0.013492355,0.0016851690597832125,0.0,Bobcat_warehouse_Charlie_start4000_2160,30,diffts-fft,8,0.0134813524782657
0.0015160914,3.128459e-06,0.001768745,0.0001895114255603375,0.0,Bobcat_warehouse_Charlie_start4000_2160,30,timegan,2,0.0015160914044827
0.008220971,9.8069155e-05,0.009902988,0.0010276213288307125,0.0,Bobcat_warehouse_Charlie_start4000_2160,30,cgan,2,0.0082209706306457
0.0022509356,7.642306e-06,0.002764472,0.0002813669561874,0.0,Bobcat_warehouse_Charlie_start4000_2160,40,oridata,2,0.0022509356494992
0.006807492,7.192417e-05,0.008480812,0.0008509365143254375,0.0,Bobcat_warehouse_Charlie_start4000_2160,40,wgan,2,0.0068074921146035
0.013677363,0.00019147701,0.013837522,0.001709670410491525,0.0,Bobcat_warehouse_Charlie_start4000_2160,40,diffts,5,0.0136773632839322
0.013599603,0.00018663389,0.013661401,0.0016999504296109,0.0,Bobcat_warehouse_Charlie_start4000_2160,40,diffts-fft,8,0.0135996034368872
0.0027309814,1.1652943e-05,0.0034136407,0.000341372680850325,0.0,Bobcat_warehouse_Charlie_start4000_2160,40,timegan,2,0.0027309814468026
0.0009856069,1.4801739e-06,0.0012166239,0.000123200865346,0.0,Bobcat_warehouse_Charlie_start4000_2160,40,cgan,2,0.000985606922768
0.008262936,7.8628116e-05,0.00886725,0.0010328670032322374,0.0,Bobcat_warehouse_Charlie_start4000_2160,50,oridata,2,0.0082629360258579
0.00044834352,3.4581367e-07,0.00058805925,5.60429398319625e-05,0.0,Bobcat_warehouse_Charlie_start4000_2160,50,wgan,2,0.0004483435186557
0.014030738,0.00019824163,0.014079831,0.001753842225298275,0.0,Bobcat_warehouse_Charlie_start4000_2160,50,diffts,5,0.0140307378023862
0.011848935,0.00014087433,0.011869049,0.001481116865761575,0.0,Bobcat_warehouse_Charlie_start4000_2160,50,diffts-fft,8,0.0118489349260926
0.002170208,7.517657e-06,0.0027418346,0.00027127598877995,0.0,Bobcat_warehouse_Charlie_start4000_2160,50,timegan,2,0.0021702079102396
0.0028758629,1.3188642e-05,0.003631617,0.0003594828594941625,0.0,Bobcat_warehouse_Charlie_start4000_2160,50,cgan,2,0.0028758628759533
0.002568077,1.0847229e-05,0.003293513,0.0003210096328984875,0.0,Bobcat_warehouse_Charlie_start4000_2160,70,oridata,2,0.0025680770631879
0.0010644447,1.5619013e-06,0.0012497605,0.0001330555824097125,0.0,Bobcat_warehouse_Charlie_start4000_2160,70,wgan,2,0.0010644446592777
0.012951832,0.00017160698,0.013099885,0.0016189790330827126,0.0,Bobcat_warehouse_Charlie_start4000_2160,70,diffts,5,0.0129518322646617
0.013312389,0.00017787363,0.013336928,0.0016640486428514,0.0,Bobcat_warehouse_Charlie_start4000_2160,70,diffts-fft,8,0.0133123891428112
0.001588373,4.015027e-06,0.0020037533,0.0001985466224141375,0.0,Bobcat_warehouse_Charlie_start4000_2160,70,timegan,2,0.0015883729793131
0.0004985711,5.5005694e-07,0.0007416582,6.23213854851125e-05,0.0,Bobcat_warehouse_Charlie_start4000_2160,70,cgan,2,0.0004985710838809
0.00368038,1.9939485e-05,0.0044653653,0.0004600475076586,0.0,Bobcat_warehouse_Charlie_start4000_2160,80,oridata,2,0.0036803800612688
0.0014526241,3.2995708e-06,0.001816472,0.0001815780124161375,0.0,Bobcat_warehouse_Charlie_start4000_2160,80,wgan,2,0.0014526240993291
0.014660622,0.0002160814,0.014699708,0.00183257774915545,0.0,Bobcat_warehouse_Charlie_start4000_2160,80,diffts,5,0.0146606219932436
0.01014824,0.00010334876,0.010166059,0.00126853003166615,0.0,Bobcat_warehouse_Charlie_start4000_2160,80,diffts-fft,8,0.0101482402533292
0.0023036925,8.0713735e-06,0.0028410163,0.0002879615640267625,0.0,Bobcat_warehouse_Charlie_start4000_2160,80,timegan,2,0.0023036925122141
0.00070447644,9.1097615e-07,0.0009544507,8.80595544003875e-05,0.0,Bobcat_warehouse_Charlie_start4000_2160,80,cgan,2,0.0007044764352031
